model_name,roc_auc_train,roc_auc_test,roc_auc_cv,accuracy_train,accuracy_test,recall_train,recall_test,f1_train,f1_test,f1_cv,tn,fp,fn,tp
LGBMClassifier,0.8804210332650162,0.8446866691358281,0.8441093199963762,0.8862658634979925,0.8833277535989287,0.45358278865640395,0.44464973538345914,0.5869755889989839,0.5759308834266245,0.575787529457746,144111,3176,17734,14199
